DAYOFWEEK,DNG,SHIFT,eff_start,eff_end,JOBS,LOCATION,SUBJOB,REGHRS,OTHRS,REGRATE,OTRATE,DIFFERENTIAL,DIFFERENTIAL_CLASS,YEAR,SAMPLE_SIZE,CONFIDENCE
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,85.07,127.6,0.0,BASE,2,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,85.07,127.6,0.0,BASE,2,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,86.05,129.07,0.0,BASE,3,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,88.48,132.72,0.0,BASE,3,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,88.48,132.72,0.0,BASE,3,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,89.49,134.23,0.0,BASE,4,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,92.02,138.03,0.0,BASE,4,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",HEAD CHECKER,CENTENNIAL,INGATE (HC),7.5,0.5,92.02,138.03,0.0,BASE,4,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,79.45,119.18,0.65,CLASS_3,1,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,81.67,122.5,0.65,CLASS_3,1,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,81.67,122.5,0.65,CLASS_3,1,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,83.38,125.07,0.65,CLASS_3,2,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,85.72,128.58,0.65,CLASS_3,2,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,85.72,128.58,0.65,CLASS_3,2,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,86.7,130.05,0.65,CLASS_3,3,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,89.13,133.69,0.65,CLASS_3,3,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,89.13,133.69,0.65,CLASS_3,3,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,90.14,135.21,0.65,CLASS_3,4,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,92.67,139.0,0.65,CLASS_3,4,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",EXCAVATOR,VAN WHARVES,,6.5,0.5,92.67,139.0,0.65,CLASS_3,4,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,79.95,119.93,1.15,WHEAT,1,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,82.17,123.25,1.15,WHEAT,1,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,82.17,123.25,1.15,WHEAT,1,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,83.88,125.82,1.15,WHEAT,2,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,86.22,129.33,1.15,WHEAT,2,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,86.22,129.33,1.15,WHEAT,2,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,87.2,130.8,1.15,WHEAT,3,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,89.63,134.44,1.15,WHEAT,3,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,89.63,134.44,1.15,WHEAT,3,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,90.64,135.96,1.15,WHEAT,4,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,93.17,139.75,1.15,WHEAT,4,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,RICHARDSON,,7.5,0.5,93.17,139.75,1.15,WHEAT,4,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WELDER,NEPTUNE,,8.0,1.25,53.14,79.71,2.5,CLASS_1,1,8,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WELDER,NEPTUNE,,8.0,1.25,67.32,100.98,2.5,CLASS_1,1,8,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WELDER,NEPTUNE,,8.0,1.25,83.52,125.28,2.5,CLASS_1,1,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WELDER,NEPTUNE,,8.0,1.25,55.67,83.5,2.5,CLASS_1,2,8,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WELDER,NEPTUNE,,8.0,1.25,70.56,105.84,2.5,CLASS_1,2,8,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WELDER,NEPTUNE,,8.0,1.25,87.57,131.35,2.5,CLASS_1,2,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WELDER,NEPTUNE,,8.0,1.25,57.8,86.7,2.5,CLASS_1,3,8,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WELDER,NEPTUNE,,8.0,1.25,73.28,109.92,2.5,CLASS_1,3,8,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WELDER,NEPTUNE,,8.0,1.25,90.98,136.47,2.5,CLASS_1,3,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WELDER,NEPTUNE,,8.0,1.25,60.01,90.02,2.5,CLASS_1,4,8,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WELDER,NEPTUNE,,8.0,1.25,76.11,114.16,2.5,CLASS_1,4,8,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WELDER,NEPTUNE,,8.0,1.25,94.52,141.78,2.5,CLASS_1,4,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,51.29,76.94,0.65,CLASS_3,1,8,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,65.47,98.2,0.65,CLASS_3,1,8,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,81.67,122.5,0.65,CLASS_3,1,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,53.82,80.73,0.65,CLASS_3,2,8,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,68.71,103.06,0.65,CLASS_3,2,8,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,85.72,128.58,0.65,CLASS_3,2,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,55.95,83.93,0.65,CLASS_3,3,8,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,71.43,107.15,0.65,CLASS_3,3,8,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,89.13,133.69,0.65,CLASS_3,3,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,58.16,87.24,0.65,CLASS_3,4,8,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,74.26,111.39,0.65,CLASS_3,4,8,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,CENTENNIAL,,9.0,0.0,92.67,139.0,0.65,CLASS_3,4,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,64.95,97.43,1.15,WHEAT,1,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,82.17,123.25,1.15,WHEAT,1,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,82.17,123.25,1.15,WHEAT,1,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,68.13,102.19,1.15,WHEAT,2,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,86.22,129.33,1.15,WHEAT,2,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,86.22,129.33,1.15,WHEAT,2,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,70.82,106.23,1.15,WHEAT,3,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,89.63,134.44,1.15,WHEAT,3,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,89.63,134.44,1.15,WHEAT,3,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,73.6,110.4,1.15,WHEAT,4,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,93.17,139.75,1.15,WHEAT,4,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WHEAT MACHINE,ALLIANCE GRAIN,,8.0,0.0,93.17,139.75,1.15,WHEAT,4,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,79.3,118.95,0.5,CLASS_4,1,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,81.52,122.28,0.5,CLASS_4,1,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,81.52,122.28,0.5,CLASS_4,1,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,83.23,124.84,0.5,CLASS_4,2,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,85.57,128.35,0.5,CLASS_4,2,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,85.57,128.35,0.5,CLASS_4,2,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,86.55,129.82,0.5,CLASS_4,3,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,88.98,133.47,0.5,CLASS_4,3,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,88.98,133.47,0.5,CLASS_4,3,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,89.99,134.98,0.5,CLASS_4,4,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,92.52,138.78,0.5,CLASS_4,4,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,FRASER SURREY,,6.5,0.75,92.52,138.78,0.5,CLASS_4,4,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,63.8,95.7,0.0,BASE,1,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,81.02,121.53,0.0,BASE,1,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,81.02,121.53,0.0,BASE,1,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,66.98,100.47,0.0,BASE,2,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,85.07,127.6,0.0,BASE,2,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,85.07,127.6,0.0,BASE,2,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,69.67,104.5,0.0,BASE,3,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,88.48,132.72,0.0,BASE,3,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,88.48,132.72,0.0,BASE,3,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,72.45,108.68,0.0,BASE,4,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,92.02,138.03,0.0,BASE,4,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,ANNACIS AUTO,SPARE (LAB),8.0,0.0,92.02,138.03,0.0,BASE,4,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,64.45,96.68,0.65,CLASS_3,1,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,81.67,122.5,0.65,CLASS_3,1,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,81.67,122.5,0.65,CLASS_3,1,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,67.63,101.44,0.65,CLASS_3,2,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,85.72,128.58,0.65,CLASS_3,2,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,85.72,128.58,0.65,CLASS_3,2,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,70.32,105.48,0.65,CLASS_3,3,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,89.13,133.69,0.65,CLASS_3,3,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,89.13,133.69,0.65,CLASS_3,3,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,73.1,109.65,0.65,CLASS_3,4,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,92.67,139.0,0.65,CLASS_3,4,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",40 TON (TOP PICK),WATERFRONT TRAIN. CNTR,,8.0,0.0,92.67,139.0,0.65,CLASS_3,4,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,64.8,97.2,1.0,CLASS_2,1,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,82.02,123.03,1.0,CLASS_2,1,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,82.02,123.03,1.0,CLASS_2,1,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,67.98,101.97,1.0,CLASS_2,2,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,86.07,129.1,1.0,CLASS_2,2,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,86.07,129.1,1.0,CLASS_2,2,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,70.67,106.0,1.0,CLASS_2,3,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,89.48,134.22,1.0,CLASS_2,3,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,89.48,134.22,1.0,CLASS_2,3,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,73.45,110.18,1.0,CLASS_2,4,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,93.02,139.53,1.0,CLASS_2,4,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,FRASER SURREY,SHIP (FA),8.0,0.25,93.02,139.53,1.0,CLASS_2,4,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,NEPTUNE,,8.0,1.0,63.8,95.7,0.0,BASE,1,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,NEPTUNE,,8.0,1.0,81.02,121.53,0.0,BASE,1,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,NEPTUNE,,8.0,1.0,81.02,121.53,0.0,BASE,1,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,NEPTUNE,,8.0,1.0,66.98,100.47,0.0,BASE,2,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,NEPTUNE,,8.0,1.0,85.07,127.6,0.0,BASE,2,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,NEPTUNE,,8.0,1.0,85.07,127.6,0.0,BASE,2,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,NEPTUNE,,8.0,1.0,69.67,104.5,0.0,BASE,3,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,NEPTUNE,,8.0,1.0,88.48,132.72,0.0,BASE,3,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,NEPTUNE,,8.0,1.0,88.48,132.72,0.0,BASE,3,8,HIGH
