DAYOFWEEK,DNG,SHIFT,eff_start,eff_end,JOBS,LOCATION,SUBJOB,REGHRS,OTHRS,REGRATE,OTRATE,DIFFERENTIAL,DIFFERENTIAL_CLASS,YEAR,SAMPLE_SIZE,CONFIDENCE
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,NEPTUNE,,8.0,1.0,72.45,108.68,0.0,BASE,4,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,NEPTUNE,,8.0,1.0,92.02,138.03,0.0,BASE,4,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,NEPTUNE,,8.0,1.0,92.02,138.03,0.0,BASE,4,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,78.8,118.2,0.0,BASE,1,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,81.02,121.53,0.0,BASE,1,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,81.02,121.53,0.0,BASE,1,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,82.73,124.09,0.0,BASE,2,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,85.07,127.6,0.0,BASE,2,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,85.07,127.6,0.0,BASE,2,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,86.05,129.07,0.0,BASE,3,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,88.48,132.72,0.0,BASE,3,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,88.48,132.72,0.0,BASE,3,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,89.49,134.23,0.0,BASE,4,8,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,92.02,138.03,0.0,BASE,4,8,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",(deleted option),VAN WHARVES,,6.5,1.0,92.02,138.03,0.0,BASE,4,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,64.8,97.2,1.0,CLASS_2,1,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,82.02,123.03,1.0,CLASS_2,1,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,82.02,123.03,1.0,CLASS_2,1,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,67.98,101.97,1.0,CLASS_2,2,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,86.07,129.1,1.0,CLASS_2,2,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,86.07,129.1,1.0,CLASS_2,2,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,70.67,106.0,1.0,CLASS_2,3,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,89.48,134.22,1.0,CLASS_2,3,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,89.48,134.22,1.0,CLASS_2,3,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,73.45,110.18,1.0,CLASS_2,4,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,93.02,139.53,1.0,CLASS_2,4,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,PORT MOODY,DOCK (FA),8.0,1.0,93.02,139.53,1.0,CLASS_2,4,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,51.29,76.94,0.65,CLASS_3,1,8,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,65.47,98.2,0.65,CLASS_3,1,8,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,81.67,122.5,0.65,CLASS_3,1,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,53.82,80.73,0.65,CLASS_3,2,8,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,68.71,103.06,0.65,CLASS_3,2,8,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,85.72,128.58,0.65,CLASS_3,2,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,55.95,83.93,0.65,CLASS_3,3,8,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,71.43,107.15,0.65,CLASS_3,3,8,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,89.13,133.69,0.65,CLASS_3,3,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,58.16,87.24,0.65,CLASS_3,4,8,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,74.26,111.39,0.65,CLASS_3,4,8,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",WINCH DRIVER,SQUAMISH,,8.0,0.0,92.67,139.0,0.65,CLASS_3,4,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,64.45,96.68,0.65,CLASS_3,1,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,81.67,122.5,0.65,CLASS_3,1,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,81.67,122.5,0.65,CLASS_3,1,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,67.63,101.44,0.65,CLASS_3,2,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,85.72,128.58,0.65,CLASS_3,2,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,85.72,128.58,0.65,CLASS_3,2,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,70.32,105.48,0.65,CLASS_3,3,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,89.13,133.69,0.65,CLASS_3,3,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,89.13,133.69,0.65,CLASS_3,3,8,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,73.1,109.65,0.65,CLASS_3,4,8,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,92.67,139.0,0.65,CLASS_3,4,8,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FRONT END LOADER,CHEMTRADE,,8.0,0.0,92.67,139.0,0.65,CLASS_3,4,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,VANTERM,,8.0,0.0,50.64,75.96,0.0,BASE,1,8,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,VANTERM,,8.0,0.0,64.82,97.23,0.0,BASE,1,8,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,VANTERM,,8.0,0.0,81.02,121.53,0.0,BASE,1,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,VANTERM,,8.0,0.0,53.17,79.75,0.0,BASE,2,8,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,VANTERM,,8.0,0.0,68.06,102.09,0.0,BASE,2,8,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,VANTERM,,8.0,0.0,85.07,127.6,0.0,BASE,2,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,VANTERM,,8.0,0.0,55.3,82.95,0.0,BASE,3,8,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,VANTERM,,8.0,0.0,70.78,106.17,0.0,BASE,3,8,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,VANTERM,,8.0,0.0,88.48,132.72,0.0,BASE,3,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,VANTERM,,8.0,0.0,57.51,86.27,0.0,BASE,4,8,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,VANTERM,,8.0,0.0,73.61,110.41,0.0,BASE,4,8,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,VANTERM,,8.0,0.0,92.02,138.03,0.0,BASE,4,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,CENTENNIAL,,8.0,0.0,50.64,75.96,0.0,BASE,1,8,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,CENTENNIAL,,8.0,0.0,64.82,97.23,0.0,BASE,1,8,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",OB,CENTENNIAL,,8.0,0.0,81.02,121.53,0.0,BASE,1,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,CENTENNIAL,,8.0,0.0,53.17,79.75,0.0,BASE,2,8,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,CENTENNIAL,,8.0,0.0,68.06,102.09,0.0,BASE,2,8,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",OB,CENTENNIAL,,8.0,0.0,85.07,127.6,0.0,BASE,2,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,CENTENNIAL,,8.0,0.0,55.3,82.95,0.0,BASE,3,8,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,CENTENNIAL,,8.0,0.0,70.78,106.17,0.0,BASE,3,8,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",OB,CENTENNIAL,,8.0,0.0,88.48,132.72,0.0,BASE,3,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,CENTENNIAL,,8.0,0.0,57.51,86.27,0.0,BASE,4,8,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,CENTENNIAL,,8.0,0.0,73.61,110.41,0.0,BASE,4,8,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",OB,CENTENNIAL,,8.0,0.0,92.02,138.03,0.0,BASE,4,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,50.64,75.96,0.0,BASE,1,8,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,64.82,97.23,0.0,BASE,1,8,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,81.02,121.53,0.0,BASE,1,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,53.17,79.75,0.0,BASE,2,8,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,68.06,102.09,0.0,BASE,2,8,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,85.07,127.6,0.0,BASE,2,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,55.3,82.95,0.0,BASE,3,8,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,70.78,106.17,0.0,BASE,3,8,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,88.48,132.72,0.0,BASE,3,8,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,57.51,86.27,0.0,BASE,4,8,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,73.61,110.41,0.0,BASE,4,8,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,LYNNTERM,LASHING (LAB),8.0,0.0,92.02,138.03,0.0,BASE,4,8,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,78.8,118.2,0.0,BASE,1,7,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,81.02,121.53,0.0,BASE,1,7,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,81.02,121.53,0.0,BASE,1,7,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,82.73,124.09,0.0,BASE,2,7,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,85.07,127.6,0.0,BASE,2,7,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,85.07,127.6,0.0,BASE,2,7,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,86.05,129.07,0.0,BASE,3,7,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,88.48,132.72,0.0,BASE,3,7,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,88.48,132.72,0.0,BASE,3,7,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,89.49,134.23,0.0,BASE,4,7,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,92.02,138.03,0.0,BASE,4,7,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,DELTAPORT,,6.5,0.0,92.02,138.03,0.0,BASE,4,7,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,64.8,97.2,1.0,CLASS_2,1,7,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,82.02,123.03,1.0,CLASS_2,1,7,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,82.02,123.03,1.0,CLASS_2,1,7,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,67.98,101.97,1.0,CLASS_2,2,7,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,86.07,129.1,1.0,CLASS_2,2,7,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,86.07,129.1,1.0,CLASS_2,2,7,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,70.67,106.0,1.0,CLASS_2,3,7,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,89.48,134.22,1.0,CLASS_2,3,7,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,89.48,134.22,1.0,CLASS_2,3,7,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,73.45,110.18,1.0,CLASS_2,4,7,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,93.02,139.53,1.0,CLASS_2,4,7,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",FIRST AID,VANTERM,SHIP (FA),8.0,0.0,93.02,139.53,1.0,CLASS_2,4,7,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,51.29,76.94,0.65,CLASS_3,1,7,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,65.47,98.2,0.65,CLASS_3,1,7,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,81.67,122.5,0.65,CLASS_3,1,7,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,53.82,80.73,0.65,CLASS_3,2,7,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,68.71,103.06,0.65,CLASS_3,2,7,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,85.72,128.58,0.65,CLASS_3,2,7,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,55.95,83.93,0.65,CLASS_3,3,7,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,71.43,107.15,0.65,CLASS_3,3,7,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,89.13,133.69,0.65,CLASS_3,3,7,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,58.16,87.24,0.65,CLASS_3,4,7,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,74.26,111.39,0.65,CLASS_3,4,7,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",EXCAVATOR,NEPTUNE,,8.0,0.5,92.67,139.0,0.65,CLASS_3,4,7,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,66.3,99.45,2.5,CLASS_1,1,7,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,83.52,125.28,2.5,CLASS_1,1,7,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,83.52,125.28,2.5,CLASS_1,1,7,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,69.48,104.22,2.5,CLASS_1,2,7,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,87.57,131.35,2.5,CLASS_1,2,7,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,87.57,131.35,2.5,CLASS_1,2,7,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,72.17,108.25,2.5,CLASS_1,3,7,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,90.98,136.47,2.5,CLASS_1,3,7,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",ELECTRICIAN,PORT MOODY,,8.0,0.5,90.98,136.47,2.5,CLASS_1,3,7,HIGH
